phenotype,CPRD,ICD,OPCS,name_portal,implementation,group,is_cancer,is_adult,file_stem,primary_care,secondary_care,death,case_note_review,ehr_sources,prognosis,genetic,cross_country,publications,type,id,primary_care,secondary_care,type,data_sources,clinical_terminologies,validation,valid_event_data_range,sex,date,modified_date,version,authors
Polycythaemia Vera,_data/primary_care/CPRD_PCV.csv,_data/secondary_care/ICD_PCV.csv,,Polycythaemia Vera,"At the specified date, a patient is defined as having had 'Polycythaemia vera' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Polycythaemia vera' diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Polycythaemia vera' or history of diagnosis during a hospitalization",Cancers,0,1,PCV,['_data/primary_care/CPRD_PCV.csv'],['_data/secondary_care/ICD_PCV.csv'],,,,,,,,Disease or Syndrome,PHE00191,['_data/primary_care/CPRD_PCV.csv'],['_data/secondary_care/ICD_PCV.csv'],Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
Polymyalgia Rheumatica,_data/primary_care/CPRD_PMR.csv,_data/secondary_care/ICD_PMR.csv,,Polymyalgia Rheumatica,"At the specified date, a patient is defined as having had 'Polymyalgia Rheumatica' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Polymyalgia Rheumatica' diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Polymyalgia Rheumatica' or history of diagnosis during a hospitalization",Musculoskeletal ,0,1,PMR,['_data/primary_care/CPRD_PMR.csv'],['_data/secondary_care/ICD_PMR.csv'],,,,,,,,Disease or Syndrome,PHE00192,['_data/primary_care/CPRD_PMR.csv'],['_data/secondary_care/ICD_PMR.csv'],Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
Portal Hypertension,_data/primary_care/CPRD_portal_htn.csv,_data/secondary_care/ICD_portal_htn.csv,,Portal Hypertension,"At the specified date, a patient is defined as having had 'Portal hypertension' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Portal hypertension' diagnosis or history of diagnosis or procedure during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Portal hypertension' or history of diagnosis during a hospitalization",Digestive,0,1,portal_htn,['_data/primary_care/CPRD_portal_htn.csv'],['_data/secondary_care/ICD_portal_htn.csv'],,,,,,,,Disease or Syndrome,PHE00193,['_data/primary_care/CPRD_portal_htn.csv'],['_data/secondary_care/ICD_portal_htn.csv'],Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
Post-term Delivery,_data/primary_care/CPRD_post_term.csv,_data/secondary_care/ICD_post_term.csv,,Post-term Delivery,"At the specified date, a patient is defined as having had Post-term infant IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Post-term infant diagnosis or history of diagnosis during a consultation AND IF the patient is aged < 1y at the first event date
OR
Secondary care
1. ALL diagnoses of  Post-term infant or history of diagnosis during a hospitalization AND IF the patient is aged < 1y at the first event date",Perinatal ,0,0,post_term,['_data/primary_care/CPRD_post_term.csv'],['_data/secondary_care/ICD_post_term.csv'],,,,,,,,Disease or Syndrome,PHE00194,['_data/primary_care/CPRD_post_term.csv'],['_data/secondary_care/ICD_post_term.csv'],Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
Postcoital Bleeding,_data/primary_care/CPRD_PCB.csv,_data/secondary_care/ICD_PCB.csv,,Postcoital Bleeding,"At the specified date, a patient is defined as having had Postcoital and contact bleeding IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Postcoital and contact bleeding diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of Postcoital and contact bleeding or history of diagnosis during a hospitalization",Genitourinary,0,1,PCB,['_data/primary_care/CPRD_PCB.csv'],['_data/secondary_care/ICD_PCB.csv'],,,,,,,,Disease or Syndrome,PHE00195,['_data/primary_care/CPRD_PCB.csv'],['_data/secondary_care/ICD_PCB.csv'],Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
Posterior Uveitis,_data/primary_care/CPRD_post_uveitis.csv,_data/secondary_care/ICD_post_uveitis.csv,,Posterior Uveitis,"At the specified date, a patient is defined as having had 'Posterior Uveitis' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Posterior Uveitis'
diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Posterior Uveitis' or history of diagnosis during a hospitalization",Eye,0,1,post_uveitis,['_data/primary_care/CPRD_post_uveitis.csv'],['_data/secondary_care/ICD_post_uveitis.csv'],,,,,,,,Disease or Syndrome,PHE00196,['_data/primary_care/CPRD_post_uveitis.csv'],['_data/secondary_care/ICD_post_uveitis.csv'],Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
Reactive Arthritis,_data/primary_care/CPRD_reactive.csv,_data/secondary_care/ICD_reactive.csv,,Reactive Arthritis,"At the specified date, a patient is defined as having had Postinfective and reactive arthropathies IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Postinfective and reactive arthropathies diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of Postinfective and reactive arthropathies or history of diagnosis during a hospitalization",Musculoskeletal ,0,1,reactive,['_data/primary_care/CPRD_reactive.csv'],['_data/secondary_care/ICD_reactive.csv'],,,,,,,,Disease or Syndrome,PHE00197,['_data/primary_care/CPRD_reactive.csv'],['_data/secondary_care/ICD_reactive.csv'],Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
Postmenopausal Bleeding,_data/primary_care/CPRD_PMB.csv,_data/secondary_care/ICD_PMB.csv,,Postmenopausal Bleeding,"At the specified date, a patient is defined as having had 'Postmenopausal bleeding' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Postmenopausal bleeding' diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Postmenopausal bleeding' or history of diagnosis during a hospitalization",Genitourinary,0,1,PMB,['_data/primary_care/CPRD_PMB.csv'],['_data/secondary_care/ICD_PMB.csv'],,,,,,,,Disease or Syndrome,PHE00198,['_data/primary_care/CPRD_PMB.csv'],['_data/secondary_care/ICD_PMB.csv'],Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
Chronic Fatigue Syndrome,_data/primary_care/CPRD_chronic_fatigue.csv,_data/secondary_care/ICD_chronic_fatigue.csv,,Chronic Fatigue Syndrome,"At the specified date, a patient is defined as having had Postviral fatigue syndrome, neurasthenia or fibromyalgia IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Postviral fatigue syndrome, neurasthenia and fibromyalgia diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of Postviral fatigue syndrome, neurasthenia and fibromyalgia or history of diagnosis during a hospitalization",Neurological,0,1,chronic_fatigue,['_data/primary_care/CPRD_chronic_fatigue.csv'],['_data/secondary_care/ICD_chronic_fatigue.csv'],,,,,,,,Disease or Syndrome,PHE00199,['_data/primary_care/CPRD_chronic_fatigue.csv'],['_data/secondary_care/ICD_chronic_fatigue.csv'],Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
Premature Delivery,_data/primary_care/CPRD_prematurity.csv,_data/secondary_care/ICD_prematurity.csv,,Premature Delivery,"At the specified date, a patient is defined as having had Prematurity IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Prematurity diagnosis or history of diagnosis during a consultation AND IF the patient is aged < 1y at the first event date
OR
Secondary care
1. ALL diagnoses of  Prematurity or history of diagnosis during a hospitalization AND IF the patient is aged < 1y at the first event date",Perinatal ,0,0,prematurity,['_data/primary_care/CPRD_prematurity.csv'],['_data/secondary_care/ICD_prematurity.csv'],,,,,,,,Disease or Syndrome,PHE00200,['_data/primary_care/CPRD_prematurity.csv'],['_data/secondary_care/ICD_prematurity.csv'],Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
Primary Malignancy - Bladder,_data/primary_care/CPRD_pri_bladder.csv,_data/secondary_care/ICD_pri_bladder.csv,,Primary Malignancy - Bladder,"At the specified date, a patient is defined as having had Primary Malignancy Bladder IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Primary Malignancy_Bladder diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of Primary Malignancy_Bladder or history of diagnosis during a hospitalization",Cancers,1,1,pri_bladder,['_data/primary_care/CPRD_pri_bladder.csv'],['_data/secondary_care/ICD_pri_bladder.csv'],,,,,,,,Disease or Syndrome,PHE00201,['_data/primary_care/CPRD_pri_bladder.csv'],['_data/secondary_care/ICD_pri_bladder.csv'],Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
Primary Malignancy - Bone,_data/primary_care/CPRD_pri_bone.csv,_data/secondary_care/ICD_pri_bone.csv,,Primary Malignancy - Bone,"At the specified date, a patient is defined as having had Primary Malignancy Bone and articular cartilage IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Primary Malignancy_Bone and articular cartilage diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of Primary Malignancy_Bone and articular cartilage or history of diagnosis during a hospitalization",Cancers,1,1,pri_bone,['_data/primary_care/CPRD_pri_bone.csv'],['_data/secondary_care/ICD_pri_bone.csv'],,,,,,,,Disease or Syndrome,PHE00202,['_data/primary_care/CPRD_pri_bone.csv'],['_data/secondary_care/ICD_pri_bone.csv'],Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
Primary Malignancy - Brain,_data/primary_care/CPRD_pri_brain.csv,_data/secondary_care/ICD_pri_brain.csv,,Primary Malignancy - Brain,"At the specified date, a patient is defined as having had Primary Malignancy Brain, Other CNS and Intracranial IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Primary Malignancy_Brain, Other CNS and Intracranial diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of Primary Malignancy_Brain, Other CNS and Intracranial or history of diagnosis during a hospitalization",Cancers,1,1,pri_brain,['_data/primary_care/CPRD_pri_brain.csv'],['_data/secondary_care/ICD_pri_brain.csv'],,,,,,,,Disease or Syndrome,PHE00203,['_data/primary_care/CPRD_pri_brain.csv'],['_data/secondary_care/ICD_pri_brain.csv'],Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
